date,semester,rank,country,acronym,total.points,previous.points,diff.points
2024,2,43,norway,NOR,1484.44,1473.5,10.9400000000001
2024,2,44,nigeria,NGA,1482.23,1503.29,-21.0599999999999
2024,2,45,scotland,SCO,1480.24,1461.34,18.9000000000001
2024,2,46,côte d'ivoire,CIV,1478.47,1493.57,-15.0999999999999
2024,2,47,venezuela,VEN,1475.71,1482.47,-6.75999999999999
2024,2,48,qatar,QAT,1474.6,1478.6,-4.0
2024,2,49,cameroon,CMR,1471.49,1472.12,-0.629999999999882
2024,2,50,chile,CHI,1469.44,1455.22,14.22
2024,2,51,mali,MLI,1466.1,1454.84,11.26
2024,2,52,tunisia,TUN,1464.42,1478.52,-14.0999999999999
2024,2,53,paraguay,PAR,1458.26,1440.78,17.48
2024,2,54,costa rica,CRC,1454.99,1465.57,-10.5799999999999
2024,2,55,slovenia,SVN,1454.25,1459.59,-5.33999999999992
2024,2,56,iraq,IRQ,1442.86,1434.4,8.45999999999981
2024,2,57,south africa,RSA,1428.87,1415.98,12.8899999999999
2024,2,58,uzbekistan,UZB,1424.93,1429.26,-4.32999999999993
2024,2,59,saudi arabia,KSA,1406.56,1422.67,-16.1100000000001
2024,2,60,republic of ireland,IRL,1400.22,1395.61,4.61000000000013
2024,2,61,congo dr,COD,1395.77,1431.3,-35.53
2024,2,62,jamaica,JAM,1390.85,1405.36,-14.51
2024,2,63,united arab emirates,UAE,1385.57,1361.34,24.23
2024,2,64,jordan,JOR,1375.91,1380.75,-4.83999999999992
2024,2,65,albania,ALB,1375.57,1379.29,-3.72000000000003
2024,2,66,burkina faso,BFA,1373.76,1399.8,-26.04
2024,2,67,north macedonia,MKD,1368.96,1361.01,7.95000000000005
2024,2,68,georgia,GEO,1362.21,1365.56,-3.34999999999991
2024,2,69,finland,FIN,1361.53,1374.58,-13.05
2024,2,70,iceland,ISL,1355.1,1353.18,1.91999999999985
2024,2,71,northern ireland,NIR,1349.58,1345.06,4.51999999999998
2024,2,72,cabo verde,CPV,1328.51,1340.87,-12.3599999999999
2024,2,73,montenegro,MNE,1326.76,1323.2,3.55999999999995
2024,2,74,bosnia and herzegovina,BIH,1326.69,1324.43,2.25999999999999
2024,2,75,honduras,HON,1325.93,1312.66,13.27
2024,2,76,israel,ISR,1322.25,1303.65,18.5999999999999
2024,2,77,ghana,GHA,1320.52,1338.73,-18.21
2024,2,78,guinea,GUI,1311.88,1312.45,-0.569999999999936
2024,2,79,bolivia,BOL,1308.58,1312.36,-3.77999999999997
2024,2,80,oman,OMA,1306.67,1305.99,0.680000000000064
2024,2,81,bahrain,BHR,1305.52,1313.8,-8.27999999999997
2024,2,82,bulgaria,BUL,1301.04,1295.11,5.93000000000006
2024,2,83,el salvador,SLV,1300.81,1297.99,2.81999999999994
2024,2,84,gabon,GAB,1297.87,1294.11,3.75999999999999
2024,2,85,angola,ANG,1296.48,1298.75,-2.26999999999998
2024,2,86,haiti,HAI,1287.75,1283.67,4.07999999999993
2024,2,87,zambia,ZAM,1279.24,1251.84,27.4000000000001
2024,2,88,uganda,UGA,1270.42,1269.79,0.630000000000109
2024,2,89,aotearoa new zealand,NZL,1269.83,1258.11,11.72
2024,2,90,china pr,CHN,1266.38,1257.29,9.09000000000015
2024,2,91,curaçao,CUW,1264.78,1260.87,3.91000000000008
2024,2,92,luxembourg,LUX,1256.42,1262.08,-5.65999999999985
2024,2,93,equatorial guinea,EQG,1256.2,1266.68,-10.48
2024,2,94,benin,BEN,1250.99,1250.97,0.0199999999999818
2024,2,95,syria,SYR,1249.47,1252.19,-2.72000000000003
2024,2,96,mozambique,MOZ,1232.7,1229.01,3.69000000000005
2024,2,97,thailand,THA,1228.24,1231.75,-3.50999999999999
2024,2,98,belarus,BLR,1226.31,1231.1,-4.78999999999996
2024,2,99,kosovo,KOS,1219.82,1218.22,1.59999999999991
2024,2,100,armenia,ARM,1219.15,1222.74,-3.58999999999992
2024,2,101,palestine,PLE,1215.87,1218.43,-2.56000000000017
2024,2,102,trinidad and tobago,TRI,1214.81,1214.81,0.0
2024,2,103,comoros,COM,1208.99,1185.98,23.01
2024,2,104,tajikistan,TJK,1203.08,1196.98,6.09999999999991
2024,2,105,guatemala,GUA,1201.35,1201.35,0.0
2024,2,106,tanzania,TAN,1199.33,1173.84,25.49
2024,2,107,kyrgyz republic,KGZ,1194.19,1207.08,-12.8899999999999
2024,2,108,kenya,KEN,1189.65,1195.36,-5.70999999999981
2024,2,109,mauritania,MTN,1183.16,1168.44,14.72
2024,2,110,kazakhstan,KAZ,1180.18,1186.46,-6.27999999999997
2024,2,111,namibia,NAM,1179.26,1173.81,5.45000000000005
2024,2,112,lebanon,LBN,1168.1,1167.49,0.6099999999999
2024,2,113,sudan,SDN,1165.41,1176.2,-10.79
2024,2,114,korea dpr,PRK,1164.41,1175.14,-10.73
2024,2,115,madagascar,MAD,1162.02,1180.0,-17.98
2024,2,116,vietnam,VIE,1161.11,1161.11,0.0
2024,2,117,azerbaijan,AZE,1158.7,1161.8,-3.09999999999991
2024,2,118,libya,LBY,1158.03,1148.7,9.32999999999993
2024,2,119,togo,TOG,1152.18,1147.91,4.26999999999998
2024,2,120,guinea-bissau,GNB,1151.72,1166.34,-14.6199999999999
2024,2,121,zimbabwe,ZIM,1151.06,1162.48,-11.4200000000001
2024,2,122,niger,NIG,1145.96,1114.73,31.23
2024,2,123,estonia,EST,1142.53,1145.52,-2.99000000000001
2024,2,124,rwanda,RWA,1136.06,1130.04,6.01999999999998
2024,2,125,indonesia,IDN,1135.11,1118.87,16.24
2024,2,126,the gambia,GAM,1134.69,1125.62,9.07000000000016
2024,2,127,india,IND,1133.62,1133.78,-0.160000000000082
2024,2,128,congo,CGO,1132.65,1159.42,-26.77
2024,2,129,sierra leone,SLE,1132.06,1149.81,-17.75
2024,2,130,cyprus,CYP,1131.32,1127.51,3.80999999999995
2024,2,131,malawi,MWI,1129.31,1111.16,18.1499999999999
2024,2,132,malaysia,MAS,1117.05,1113.92,3.12999999999988
2024,2,133,nicaragua,NCA,1114.28,1114.28,0.0
2024,2,134,kuwait,KUW,1109.16,1106.42,2.74000000000001
2024,2,135,central african republic,CTA,1102.23,1125.26,-23.03
2024,2,136,botswana,BOT,1098.85,1088.45,10.3999999999999
2024,2,137,faroe islands,FRO,1096.88,1091.52,5.36000000000013
2024,2,138,suriname,SUR,1096.6,1105.29,-8.69000000000005
2024,2,139,burundi,BDI,1087.26,1089.49,-2.23000000000002
2024,2,140,latvia,LVA,1084.11,1093.82,-9.71000000000004
2024,2,141,dominican republic,DOM,1083.36,1071.88,11.4799999999998
2024,2,142,lithuania,LTU,1069.96,1082.36,-12.3999999999999
2024,2,143,turkmenistan,TKM,1065.42,1065.42,0.0
2024,2,144,st kitts and nevis,SKN,1064.99,1069.25,-4.25999999999999
2024,2,145,liberia,LBR,1063.04,1048.86,14.1800000000001
2024,2,146,ethiopia,ETH,1059.94,1049.28,10.6600000000001
2024,2,147,fiji,FIJ,1049.15,1051.41,-2.25999999999999
2024,2,148,solomon islands,SOL,1048.75,1050.99,-2.24000000000001
2024,2,149,philippines,PHI,1047.73,1053.09,-5.3599999999999
2024,2,150,lesotho,LES,1046.76,1032.79,13.97
2024,2,151,moldova,MDA,1045.59,1040.83,4.75999999999999
2024,2,152,new caledonia,NCL,1034.43,1020.83,13.6
2024,2,153,tahiti,TAH,1031.47,1009.52,21.95
2024,2,154,guyana,GUY,1030.6,1008.68,21.92
2024,2,155,afghanistan,AFG,1025.0,1034.37,-9.36999999999989
2024,2,156,"hong kong, china",HKG,1024.58,1015.1,9.4799999999999
2024,2,157,puerto rico,PUR,1022.83,1021.62,1.21000000000004
2024,2,158,yemen,YEM,1017.84,1021.24,-3.39999999999998
2024,2,159,eswatini,SWZ,1015.25,1009.19,6.05999999999995
2024,2,160,antigua and barbuda,ATG,1010.97,1020.58,-9.61000000000001
2024,2,161,singapore,SGP,1007.83,1008.26,-0.42999999999995
2024,2,162,maldives,MDV,1001.39,1003.48,-2.09000000000003
2024,2,163,vanuatu,VAN,996.21,1015.52,-19.3099999999999
2024,2,164,cuba,CUB,994.43,990.18,4.25
2024,2,165,chinese taipei,TPE,990.92,985.66,5.25999999999999
2024,2,166,bermuda,BER,988.19,986.53,1.66000000000008
2024,2,167,myanmar,MYA,986.15,990.98,-4.83000000000004
2024,2,168,st lucia,LCA,985.72,997.86,-12.14
2024,2,169,malta,MLT,983.95,980.5,3.45000000000005
2024,2,170,south sudan,SSD,973.55,955.67,17.88
2024,2,171,andorra,AND,971.54,977.96,-6.42000000000007
2024,2,172,papua new guinea,PNG,963.22,972.32,-9.10000000000002
2024,2,173,st vincent and the grenadines,VIN,961.92,954.86,7.05999999999995
2024,2,174,grenada,GRN,955.44,947.22,8.22000000000003
2024,2,175,nepal,NEP,939.2,935.93,3.2700000000001
2024,2,176,chad,CHA,935.41,933.39,2.01999999999998
2024,2,177,barbados,BRB,933.3,955.21,-21.9100000000001
2024,2,178,belize,BLZ,925.02,925.02,0.0
2024,2,179,mauritius,MRI,923.46,927.57,-4.11000000000001
2024,2,180,cambodia,CAM,921.2,921.2,0.0
2024,2,181,montserrat,MSR,914.26,924.14,-9.88
2024,2,182,bhutan,BHU,904.06,904.06,0.0
2024,2,183,dominica,DMA,900.0,903.54,-3.53999999999996
2024,2,184,brunei darussalam,BRU,899.87,900.75,-0.879999999999995
2024,2,185,bangladesh,BAN,898.81,896.71,2.09999999999991
2024,2,186,laos,LAO,889.54,889.62,-0.0800000000000409
2024,2,187,mongolia,MNG,883.57,883.57,0.0
2024,2,188,american samoa,ASA,883.17,883.17,0.0
2024,2,189,são tomé and príncipe,STP,878.09,878.09,0.0
2024,2,190,cook islands,COK,877.53,877.53,0.0
2024,2,191,djibouti,DJI,877.37,875.13,2.24000000000001
2024,2,192,samoa,SAM,876.41,890.77,-14.36
2024,2,193,macau,MAC,871.52,871.52,0.0
2024,2,194,cayman islands,CAY,866.71,866.71,0.0
2024,2,195,aruba,ARU,858.0,863.29,-5.28999999999996
2024,2,196,timor-leste,TLS,850.83,850.83,0.0
2024,2,197,gibraltar,GIB,848.58,848.32,0.259999999999991
2024,2,198,pakistan,PAK,842.59,842.59,0.0
2024,2,199,tonga,TGA,835.64,835.64,0.0
2024,2,200,sri lanka,SRI,832.8,829.39,3.40999999999997
2024,2,201,seychelles,SEY,831.19,831.19,0.0
2024,2,202,somalia,SOM,829.81,829.81,0.0
2024,2,203,guam,GUM,821.91,821.91,0.0
2024,2,204,liechtenstein,LIE,821.71,834.15,-12.4399999999999
2024,2,205,bahamas,BAH,818.58,818.58,0.0
2024,2,206,turks and caicos islands,TCA,803.98,803.98,0.0
2024,2,207,british virgin islands,VGB,780.3,780.3,0.0
2024,2,208,us virgin islands,VIR,779.71,779.71,0.0
2024,2,209,anguilla,AIA,769.31,769.31,0.0
2024,2,210,san marino,SMR,747.42,737.04,10.38
2023,1,1,argentina,ARG,1843.73,1843.73,0.0
2023,1,2,france,FRA,1843.54,1843.54,0.0
2023,1,3,brazil,BRA,1828.27,1828.27,0.0
2023,1,4,england,ENG,1797.39,1797.39,0.0
2023,1,5,belgium,BEL,1788.55,1788.55,0.0
2023,1,6,croatia,CRO,1742.55,1742.55,0.0
2023,1,7,netherlands,NED,1731.23,1731.23,0.0
2023,1,8,italy,ITA,1726.58,1726.58,0.0
2023,1,9,portugal,POR,1718.25,1718.25,0.0
2023,1,10,spain,ESP,1703.45,1703.45,0.0
2023,1,11,usa,USA,1674.48,1673.34,1.1400000000001
2023,1,12,mexico,MEX,1665.59,1639.19,26.3999999999999
2023,1,13,switzerland,SUI,1661.12,1661.12,0.0
2023,1,14,morocco,MAR,1655.5,1655.5,0.0
2023,1,15,germany,GER,1636.32,1636.32,0.0
2023,1,16,uruguay,URU,1633.13,1633.13,0.0
2023,1,17,colombia,COL,1624.91,1624.91,0.0
2023,1,18,senegal,SEN,1612.61,1612.61,0.0
2023,1,19,denmark,DEN,1597.37,1597.37,0.0
2023,1,20,japan,JPN,1595.96,1595.96,0.0
2023,1,21,peru,PER,1561.2,1561.2,0.0
2023,1,22,ir iran,IRN,1556.59,1556.59,0.0
2023,1,23,sweden,SWE,1547.11,1547.11,0.0
2023,1,24,ukraine,UKR,1541.25,1541.25,0.0
2023,1,25,serbia,SRB,1539.03,1539.03,0.0
2023,1,26,poland,POL,1536.99,1536.99,0.0
2023,1,27,australia,AUS,1530.45,1530.45,0.0
2023,1,28,korea republic,KOR,1529.3,1529.3,0.0
2023,1,29,austria,AUT,1528.06,1528.06,0.0
2023,1,30,scotland,SCO,1520.24,1520.24,0.0
2023,1,31,tunisia,TUN,1516.66,1516.66,0.0
2023,1,32,chile,CHI,1511.31,1511.31,0.0
2023,1,33,algeria,ALG,1511.23,1511.23,0.0
2023,1,34,egypt,EGY,1509.89,1509.89,0.0
2023,1,35,wales,WAL,1506.04,1506.04,0.0
2023,1,36,hungary,HUN,1504.57,1504.57,0.0
2023,1,37,czechia,CZE,1503.69,1503.69,0.0
2023,1,38,russia,RUS,1495.53,1495.53,0.0
2023,1,39,nigeria,NGA,1486.48,1486.48,0.0
2023,1,40,ecuador,ECU,1486.47,1486.47,0.0
2023,1,41,türkiye,TUR,1484.47,1484.47,0.0
2023,1,42,cameroon,CMR,1470.97,1470.97,0.0
2023,1,43,canada,CAN,1458.58,1454.12,4.46000000000004
2023,1,44,norway,NOR,1458.47,1458.47,0.0
2023,1,45,panama,PAN,1453.94,1399.23,54.71
2023,1,46,costa rica,CRC,1453.56,1478.3,-24.74
2023,1,47,slovakia,SVK,1447.05,1447.05,0.0
2023,1,48,romania,ROU,1443.98,1443.98,0.0
2023,1,49,paraguay,PAR,1442.64,1442.64,0.0
2023,1,50,greece,GRE,1441.06,1441.06,0.0
2023,1,51,mali,MLI,1438.01,1438.01,0.0
2023,1,52,côte d'ivoire,CIV,1433.38,1433.38,0.0
2023,1,53,republic of ireland,IRL,1426.26,1426.26,0.0
2023,1,54,saudi arabia,KSA,1421.46,1421.46,0.0
2023,1,55,finland,FIN,1419.47,1419.47,0.0
2023,1,56,burkina faso,BFA,1419.18,1419.18,0.0
2023,1,57,venezuela,VEN,1417.23,1417.23,0.0
2023,1,58,jamaica,JAM,1409.73,1367.83,41.9000000000001
2023,1,59,qatar,QAT,1395.57,1393.52,2.04999999999995
2023,1,60,ghana,GHA,1391.13,1391.13,0.0
2023,1,61,slovenia,SVN,1391.04,1391.04,0.0
2023,1,62,bosnia and herzegovina,BIH,1381.1,1381.1,0.0
2023,1,63,south africa,RSA,1368.25,1369.49,-1.24000000000001
2023,1,64,northern ireland,NIR,1361.17,1361.17,0.0
2023,1,65,albania,ALB,1357.39,1357.39,0.0
2023,1,66,cabo verde,CPV,1354.65,1354.65,0.0
2023,1,67,iceland,ISL,1352.98,1352.98,0.0
2023,1,68,north macedonia,MKD,1350.53,1350.53,0.0
2023,1,69,congo dr,COD,1350.11,1350.11,0.0
2023,1,70,iraq,IRQ,1345.21,1345.21,0.0
2023,1,71,montenegro,MNE,1343.45,1343.45,0.0
2023,1,72,united arab emirates,UAE,1336.28,1336.28,0.0
2023,1,73,oman,OMA,1332.45,1332.45,0.0
2023,1,74,uzbekistan,UZB,1327.58,1327.58,0.0
2023,1,75,el salvador,SLV,1325.47,1317.64,7.82999999999993
2023,1,76,israel,ISR,1323.81,1323.81,0.0
2023,1,77,bulgaria,BUL,1315.48,1315.48,0.0
2023,1,78,georgia,GEO,1312.8,1312.8,0.0
2023,1,79,honduras,HON,1309.23,1296.42,12.8099999999999
2023,1,80,china pr,CHN,1304.78,1304.78,0.0
2023,1,81,guinea,GUI,1296.75,1296.75,0.0
2023,1,82,jordan,JOR,1296.26,1296.26,0.0
2023,1,83,bolivia,BOL,1295.09,1295.09,0.0
2023,1,84,zambia,ZAM,1293.77,1290.2,3.56999999999994
2023,1,85,gabon,GAB,1285.25,1285.25,0.0
2023,1,86,bahrain,BHR,1282.05,1282.05,0.0
2023,1,87,haiti,HAI,1272.64,1275.96,-3.31999999999994
2023,1,88,curaçao,CUW,1267.87,1267.87,0.0
2023,1,89,luxembourg,LUX,1262.72,1262.72,0.0
2023,1,90,armenia,ARM,1252.6,1252.6,0.0
2023,1,91,equatorial guinea,EQG,1251.83,1251.83,0.0
2023,1,92,uganda,UGA,1250.32,1250.32,0.0
2023,1,93,benin,BEN,1248.13,1248.13,0.0
2023,1,94,syria,SYR,1241.62,1241.62,0.0
2023,1,95,vietnam,VIE,1238.23,1238.23,0.0
2023,1,96,palestine,PLE,1233.02,1233.02,0.0
2023,1,97,kyrgyz republic,KGZ,1224.8,1224.8,0.0
2023,1,98,belarus,BLR,1212.28,1212.28,0.0
2023,1,99,india,IND,1208.69,1204.9,3.78999999999996
2023,1,100,lebanon,LBN,1205.77,1201.74,4.02999999999997
2023,1,101,mauritania,MTN,1205.18,1205.18,0.0
2023,1,102,trinidad and tobago,TRI,1199.74,1203.28,-3.53999999999996
2023,1,103,aotearoa new zealand,NZL,1199.04,1199.04,0.0
2023,1,104,kazakhstan,KAZ,1198.24,1198.24,0.0
2023,1,105,kenya,KEN,1191.07,1191.07,0.0
2023,1,106,congo,CGO,1190.63,1190.63,0.0
2023,1,107,guatemala,GUA,1186.71,1166.6,20.1100000000001
2023,1,108,madagascar,MAD,1186.09,1186.09,0.0
2023,1,109,kosovo,KOS,1179.69,1179.69,0.0
2023,1,110,tajikistan,TJK,1179.54,1179.54,0.0
2023,1,111,estonia,EST,1179.3,1179.3,0.0
2023,1,112,guinea-bissau,GNB,1178.93,1178.93,0.0
2023,1,113,thailand,THA,1174.37,1174.37,0.0
2023,1,114,namibia,NAM,1172.41,1175.14,-2.73000000000002
2023,1,115,korea dpr,PRK,1169.96,1169.96,0.0
2023,1,116,angola,ANG,1169.07,1170.76,-1.69000000000005
2023,1,117,mozambique,MOZ,1164.25,1165.85,-1.59999999999991
2023,1,118,cyprus,CYP,1163.73,1163.73,0.0
2023,1,119,the gambia,GAM,1159.82,1159.82,0.0
2023,1,120,sierra leone,SLE,1156.11,1156.11,0.0
2023,1,121,azerbaijan,AZE,1143.22,1143.22,0.0
2023,1,122,togo,TOG,1140.88,1140.88,0.0
2023,1,123,malawi,MWI,1140.65,1133.17,7.48000000000002
2023,1,124,tanzania,TAN,1138.79,1138.79,0.0
2023,1,125,zimbabwe,ZIM,1138.56,1138.56,0.0
2023,1,126,central african republic,CTA,1133.5,1133.5,0.0
2023,1,127,libya,LBY,1130.75,1130.75,0.0
2023,1,128,niger,NIG,1129.67,1129.67,0.0
2023,1,129,faroe islands,FRO,1126.3,1126.3,0.0
2023,1,130,comoros,COM,1119.99,1122.82,-2.82999999999993
2023,1,131,sudan,SDN,1116.21,1116.21,0.0
2023,1,132,antigua and barbuda,ATG,1107.51,1107.51,0.0
2023,1,133,solomon islands,SOL,1097.61,1097.61,0.0
2023,1,134,latvia,LVA,1096.19,1096.19,0.0
2023,1,135,philippines,PHI,1095.66,1095.66,0.0
2023,1,136,malaysia,MAS,1091.57,1091.57,0.0
2023,1,137,kuwait,KUW,1090.42,1084.34,6.08000000000015
2023,1,138,turkmenistan,TKM,1089.77,1089.77,0.0
2023,1,139,rwanda,RWA,1089.46,1089.46,0.0
2023,1,140,burundi,BDI,1085.06,1085.06,0.0
2023,1,141,nicaragua,NCA,1076.11,1076.11,0.0
2023,1,142,ethiopia,ETH,1074.47,1074.47,0.0
2023,1,143,suriname,SUR,1073.57,1073.57,0.0
2023,1,144,lithuania,LTU,1069.97,1069.97,0.0
2023,1,145,st kitts and nevis,SKN,1066.81,1092.03,-25.22
2023,1,146,eswatini,SWZ,1058.19,1058.82,-0.629999999999882
2023,1,147,botswana,BOT,1054.31,1052.37,1.94000000000005
2023,1,148,liberia,LBR,1049.94,1049.94,0.0
2023,1,149,"hong kong, china",HKG,1049.74,1049.74,0.0
2023,1,150,indonesia,IDN,1047.46,1047.46,0.0
2023,1,151,lesotho,LES,1038.68,1035.1,3.58000000000015
2023,1,152,dominican republic,DOM,1036.74,1036.74,0.0
2023,1,153,chinese taipei,TPE,1028.18,1028.18,0.0
2023,1,154,andorra,AND,1022.3,1022.3,0.0
2023,1,155,maldives,MDV,1021.85,1024.72,-2.87
2023,1,156,yemen,YEM,1020.37,1020.37,0.0
2023,1,157,afghanistan,AFG,1020.32,1020.32,0.0
2023,1,158,singapore,SGP,1014.78,1014.78,0.0
2023,1,159,papua new guinea,PNG,1003.28,1003.28,0.0
2023,1,160,myanmar,MYA,1000.26,1000.26,0.0
2023,1,161,new caledonia,NCL,995.58,995.58,0.0
2023,1,162,tahiti,TAH,995.11,995.11,0.0
2023,1,163,puerto rico,PUR,993.8,993.8,0.0
2023,1,164,moldova,MDA,990.73,990.73,0.0
2023,1,165,vanuatu,VAN,986.44,986.44,0.0
2023,1,166,barbados,BRB,984.05,984.05,0.0
2023,1,167,south sudan,SSD,983.35,983.35,0.0
2023,1,168,guyana,GUY,981.69,981.69,0.0
2023,1,169,fiji,FIJ,980.48,980.48,0.0
2023,1,170,st lucia,LCA,978.91,978.91,0.0
2023,1,171,malta,MLT,972.86,972.86,0.0
2023,1,172,cuba,CUB,968.29,984.84,-16.5500000000001
2023,1,173,bermuda,BER,966.27,966.27,0.0
2023,1,174,grenada,GRN,960.77,960.77,0.0
2023,1,175,nepal,NEP,958.05,959.36,-1.31000000000006
2023,1,176,cambodia,CAM,942.97,942.97,0.0
2023,1,177,belize,BLZ,939.96,939.96,0.0
2023,1,178,st vincent and the grenadines,VIN,938.28,938.28,0.0
2023,1,179,montserrat,MSR,938.02,938.02,0.0
2023,1,180,mauritius,MRI,936.09,936.03,0.0600000000000591
2023,1,181,chad,CHA,930.22,930.22,0.0
2023,1,182,macau,MAC,913.68,913.68,0.0
2023,1,183,mongolia,MNG,908.71,908.71,0.0
2023,1,184,dominica,DMA,904.88,904.88,0.0
2023,1,185,bhutan,BHU,900.65,906.36,-5.71000000000004
2023,1,186,são tomé and príncipe,STP,900.07,900.07,0.0
2023,1,187,laos,LAO,899.58,899.58,0.0
2023,1,188,cook islands,COK,899.33,899.33,0.0
2023,1,189,bangladesh,BAN,892.44,889.5,2.94000000000005
2023,1,190,brunei darussalam,BRU,891.12,891.12,0.0
2023,1,191,djibouti,DJI,889.2,889.2,0.0
2023,1,192,timor-leste,TLS,860.45,860.45,0.0
2023,1,193,cayman islands,CAY,859.83,859.83,0.0
2023,1,194,seychelles,SEY,856.71,860.13,-3.41999999999996
2023,1,195,eritrea,ERI,855.56,855.56,0.0
2023,1,196,somalia,SOM,854.72,854.72,0.0
2023,1,197,bahamas,BAH,852.87,852.87,0.0
2023,1,198,gibraltar,GIB,851.64,851.64,0.0
2023,1,199,aruba,ARU,850.88,850.88,0.0
2023,1,200,liechtenstein,LIE,848.82,848.82,0.0
2023,1,201,pakistan,PAK,847.67,852.13,-4.46000000000004
2023,1,202,turks and caicos islands,TCA,839.39,839.39,0.0
2023,1,203,guam,GUM,838.33,838.33,0.0
2023,1,204,sri lanka,SRI,825.25,825.25,0.0
2023,1,205,us virgin islands,VIR,816.59,816.59,0.0
2023,1,206,british virgin islands,VGB,804.11,804.11,0.0
2023,1,207,anguilla,AIA,785.69,785.69,0.0
2023,1,208,san marino,SMR,753.11,753.11,0.0
2023,2,1,argentina,ARG,1855.2,1855.2,0.0
2023,2,2,france,FRA,1845.44,1845.44,0.0
2023,2,3,england,ENG,1800.05,1800.05,0.0
2023,2,4,belgium,BEL,1798.46,1798.46,0.0
2023,2,5,brazil,BRA,1784.09,1784.09,0.0
2023,2,6,netherlands,NED,1745.48,1745.48,0.0
2023,2,7,portugal,POR,1745.06,1745.06,0.0
2023,2,8,spain,ESP,1732.64,1732.64,0.0
2023,2,9,italy,ITA,1718.82,1718.82,0.0
2023,2,10,croatia,CRO,1717.57,1717.57,0.0
2023,2,11,uruguay,URU,1665.99,1665.99,0.0
2023,2,12,usa,USA,1665.27,1665.27,0.0
2023,2,13,morocco,MAR,1661.69,1661.69,0.0
2023,2,14,colombia,COL,1655.29,1651.2,4.08999999999992
2023,2,15,mexico,MEX,1652.7,1655.21,-2.50999999999999
2023,2,16,germany,GER,1631.22,1631.22,0.0
2023,2,17,japan,JPN,1620.19,1620.19,0.0
2023,2,18,switzerland,SUI,1613.44,1613.44,0.0
2023,2,19,denmark,DEN,1601.31,1601.31,0.0
2023,2,20,senegal,SEN,1594.31,1594.31,0.0
2023,2,21,ir iran,IRN,1565.08,1565.08,0.0
2023,2,22,ukraine,UKR,1553.35,1553.35,0.0
2023,2,23,korea republic,KOR,1550.65,1550.65,0.0
2023,2,24,austria,AUT,1546.1,1546.1,0.0
2023,2,25,australia,AUS,1539.22,1539.22,0.0
2023,2,26,sweden,SWE,1530.19,1530.19,0.0
2023,2,27,hungary,HUN,1525.13,1525.13,0.0
2023,2,28,tunisia,TUN,1523.23,1523.23,0.0
2023,2,29,wales,WAL,1521.88,1521.88,0.0
